rental_id,country,city,property_type,bedrooms,bathrooms,square_feet,property_age_years,parking_spaces,pets_allowed,furnished,monthly_rent,currency,security_deposit,lease_term_months,tenant_age,monthly_income,employment_type,employment_verified,income_verified,credit_score,rental_history_years,previous_evictions,on_time_payments,late_payments,missed_payments,payment_consistency_score,market_median_rent,days_to_rent_property,local_unemployment_rate,inflation_rate,rent_to_income_ratio,rent_vs_market_ratio,tenant_stability_score,property_desirability_score,default_flag,high_rent_burden,subprime_credit,verification_score,total_late_missed,rent_per_sqft,income_stability,credit_income_interaction,rent_credit_ratio,country_enc,city_enc,property_type_enc,employment_type_enc,currency_enc
RENT_Du023136,Dubai,Downtown Dubai,Studio,1,2,745.1,7.4,2,1,0,7894.98,AED,15789.96,12,18,55792.83,Business Owner,0,0,686,0,0,4,5,3,0.333,7394.01,7,2.26,2.01,0.142,1.068,0.29,0.689,1,0,0,0,8,10.59586633,17114.36503,382.7388138,11.49196507,0,4,3,0,0
RENT_Me023137,Mexico,Merida,House,1,1,1328.5,15.3,1,0,0,34325.04,MXN,68650.08,12,29,104833.22,Full-time Employed,1,0,667,0.7,0,11,0,1,0.917,32310.94,75,4.72,4.31,0.327,1.062,0.421,0.448,0,0,0,1,1,25.83744072,18327.48601,699.2375774,51.38479042,1,8,1,2,1
RENT_Me023138,Mexico,Mexico City,House,2,3,1736.1,33,0,1,0,41039.92,MXN,82079.84,12,33,120275.52,Full-time Employed,1,0,766,1.3,0,10,1,1,0.833,45305.73,36,5.36,4.18,0.341,0.906,0.461,0.52,0,0,0,1,2,23.63914521,18911.24528,921.3104832,53.50706649,1,9,1,2,1
RENT_Me023139,Mexico,Monterrey,Penthouse,0,1,1979.8,4.2,2,0,1,98507.52,MXN,98507.52,12,27,318500.21,Freelancer,0,1,677,1.8,0,9,2,1,0.75,89463.28,40,4.05,3.58,0.309,1.101,0.476,0.572,0,0,0,1,3,49.75629862,63069.34851,2156.246422,145.2913274,1,10,2,1,1
RENT_Du023140,Dubai,Arabian Ranches,Studio,1,2,791.8,20.1,2,1,0,5304.37,AED,15913.11,12,26,22935.79,Self-employed,1,1,711,5.3,0,12,1,0,1,4887.21,18,2.35,3.62,0.231,1.085,0.852,0.563,0,0,0,2,1,6.699128568,6846.504478,163.0734669,7.449957865,0,0,3,5,0
RENT_Me023141,Mexico,Puebla,Villa,3,4,2554.6,4.4,0,0,0,71430.84,MXN,142861.68,12,28,165947.43,Full-time Employed,1,1,557,3.2,0,9,3,0,0.75,77693.38,9,4.09,6.1,0.43,0.919,0.659,0.876,0,1,1,2,3,27.96165349,32602.63851,924.3271851,128.0122581,1,11,5,2,1
RENT_Me023142,Mexico,Monterrey,Townhouse,3,5,2083.7,3.4,2,1,0,33330.31,MXN,66660.62,12,33,172861.13,Business Owner,1,0,826,1.3,0,12,1,0,1,33661.43,19,4.34,3.66,0.193,0.99,0.551,0.832,0,0,0,1,1,15.99573355,32370.99813,1427.832934,40.30267231,1,10,4,0,1
RENT_Du023143,Dubai,DIFC,Townhouse,4,5,2197.3,3.5,2,0,1,39673.77,AED,119021.31,12,32,117720.44,Freelancer,1,0,771,7.4,0,9,1,2,0.75,39845.44,7,2.94,1.68,0.337,0.996,0.613,0.942,0,0,0,1,3,18.05569108,29878.28426,907.6245924,51.39089378,0,3,4,1,0
RENT_Du023144,Dubai,Arabian Ranches,Penthouse,2,2,2129.8,17.2,1,0,1,40502.62,AED,81005.24,36,38,93500.48,Full-time Employed,1,1,517,4.1,1,12,3,0,1,45991.81,16,2.86,2.36,0.433,0.881,0.686,0.706,0,1,1,2,3,19.0171002,24222.92228,483.3974816,78.1903861,0,0,2,2,0
RENT_Me023145,Mexico,Puebla,Penthouse,1,1,2102.8,6.7,1,1,1,59024.43,MXN,118048.86,12,32,159290.29,Part-time,1,1,729,1.9,0,6,6,0,0.5,64114.84,10,4.57,4.09,0.371,0.921,0.663,0.756,1,0,0,2,6,28.0694455,28597.89767,1161.226214,80.85538356,1,11,2,3,1
RENT_Du023146,Dubai,Jumeirah Beach Residence,House,2,3,1716.2,21.8,1,0,0,28777.09,AED,86331.27,12,49,92420.1,Retired,1,1,850,4,0,12,1,0,1,29767.22,10,2.12,1.62,0.311,0.967,0.804,0.704,0,0,0,2,1,16.76791167,29621.82692,785.57085,33.81561692,0,7,1,4,0
RENT_Du023147,Dubai,Dubai Marina,House,1,1,1375.7,8.2,1,1,0,22731.35,AED,45462.7,36,23,59498.59,Self-employed,1,1,803,0.2,0,10,2,0,0.833,22248.13,1,2.2,1.22,0.382,1.022,0.605,0.791,0,0,0,2,2,16.52347896,18593.30937,477.7736777,28.27282338,0,5,1,5,0
RENT_Du023148,Dubai,Business Bay,Apartment,1,1,920.3,21.3,0,0,0,11670.13,AED,23340.26,12,18,33797.77,Full-time Employed,1,1,734,0,0,4,6,2,0.333,12532.72,5,2.34,2.46,0.345,0.931,0.6,0.659,1,0,0,2,8,12.68078887,10119.09281,248.0756318,15.87772789,0,1,0,2,0
RENT_Me023149,Mexico,Merida,Townhouse,0,1,1425.3,0.3,2,1,0,45528.26,MXN,91056.52,6,27,157635.27,Retired,0,0,794,0.9,0,12,0,0,1,50734.25,10,5.8,3.47,0.289,0.897,0.278,0.748,0,0,0,0,0,31.94293131,23181.65735,1251.624044,57.26825157,1,8,4,4,1
RENT_Me023150,Mexico,Monterrey,Townhouse,4,5,2271.6,3.6,1,0,0,45293.44,MXN,90586.88,12,18,177891.99,Business Owner,1,1,666,0,0,9,3,0,0.75,43930.25,39,3.76,4.6,0.255,1.031,0.629,0.781,0,0,0,2,3,19.93900335,37372.26681,1184.760653,67.9062069,1,10,4,0,1
RENT_Du023151,Dubai,Business Bay,Villa,1,2,2009.8,13.4,0,0,1,27179.85,AED,54359.7,12,19,145225.52,Business Owner,1,1,617,1,0,10,0,2,0.833,24920.18,42,2.92,1.39,0.187,1.091,0.692,0.551,0,0,0,2,2,13.52365907,37047.32653,896.0414584,43.98033981,0,1,5,0,0
RENT_Me023152,Mexico,Monterrey,Penthouse,1,2,2126.3,24,2,0,0,47973.37,MXN,143920.11,12,37,142230.32,Freelancer,1,1,652,5.4,0,11,2,0,0.917,44165.44,4,4.79,3.89,0.337,1.086,0.785,0.67,0,0,0,2,2,22.56190095,24564.82211,927.3416864,73.46611026,1,10,2,1,1
RENT_Me023153,Mexico,Cancun,Villa,2,3,2280.1,2.3,2,1,1,68096.64,MXN,204289.92,12,24,129138.35,Part-time,1,1,705,0.8,0,10,3,0,0.833,62721.61,23,4.37,3.26,0.527,1.086,0.598,0.77,0,1,0,2,3,29.86563747,24048.10987,910.4253675,96.45416431,1,2,5,3,1
RENT_Me023154,Mexico,Guadalajara,Villa,2,3,2237.9,22.3,0,0,1,35703.5,MXN,71407,12,41,81733.55,Part-time,0,1,752,4.3,0,12,0,0,1,32438.17,7,5.57,3.62,0.437,1.101,0.549,0.716,0,1,0,1,0,15.95401939,12440.41857,614.636296,47.41500664,1,6,5,3,1
RENT_Du023155,Dubai,Business Bay,Villa,1,2,2270.6,6,0,1,0,46046.4,AED,92092.8,6,28,115598.17,Freelancer,1,0,626,0.4,0,9,2,1,0.75,44069.93,8,2.24,1.55,0.398,1.045,0.363,0.77,0,0,0,1,3,20.27939752,35678.44753,723.6445442,73.43923445,0,1,5,1,0
RENT_Du023156,Dubai,Business Bay,Studio,1,2,747.5,8.1,1,0,0,4596.46,AED,9192.92,12,33,14230.93,Full-time Employed,0,1,568,6.6,0,12,0,0,1,4385.57,12,3,4.01,0.323,1.048,0.572,0.66,0,0,1,1,0,6.149110368,3557.7325,80.8316824,8.078137083,0,1,3,2,0
RENT_Du023157,Dubai,Arabian Ranches,Villa,2,3,2338,2.2,1,1,0,24664.88,AED,49329.76,24,27,144304.28,Business Owner,1,1,685,0.5,0,11,3,0,0.917,25812.85,9,2.48,2.66,0.171,0.956,0.696,0.841,0,0,0,2,3,10.54956373,41466.74713,988.484318,35.95463557,0,0,5,0,0
RENT_Du023158,Dubai,Arabian Ranches,Apartment,2,3,824.7,3.3,0,0,0,6715.54,AED,6715.54,12,26,22866.57,Freelancer,1,1,736,8,0,12,3,0,1,6112.78,70,2.43,2.86,0.294,1.099,0.826,0.525,0,0,0,2,3,8.143009579,6666.638484,168.2979552,9.111994573,0,0,0,1,0
RENT_Du023159,Dubai,Arabian Ranches,House,3,4,1855,10.4,0,1,1,15390.22,AED,46170.66,12,20,37235.45,Retired,0,1,850,2,0,9,2,1,0.75,14910.74,67,3.26,2.03,0.413,1.032,0.48,0.58,0,1,0,1,3,8.296614555,8740.715962,316.501325,18.08486486,0,0,1,4,0
RENT_Du023160,Dubai,Arabian Ranches,Studio,5,5,1557.5,11,1,1,1,6130.07,AED,6130.07,24,34,21586.99,Business Owner,1,1,683,7.6,0,9,0,3,0.75,5655.82,11,2.73,2.87,0.284,1.084,0.819,0.922,0,0,0,2,3,3.935839486,5787.396783,147.4391417,8.962090643,0,0,3,0,0
RENT_Du023161,Dubai,Downtown Dubai,Townhouse,1,2,1846.4,16.3,2,1,0,32368.31,AED,32368.31,12,39,121200.38,Full-time Employed,1,0,752,3.6,1,5,4,3,0.417,35861.6,18,2.82,2.02,0.267,0.903,0.588,0.651,1,0,0,1,7,17.53049718,31727.84817,911.4268576,42.98580345,0,4,4,2,0
RENT_Me023162,Mexico,Tijuana,House,4,5,2099.1,12,1,0,0,40353.57,MXN,80707.14,12,27,92450.66,Retired,1,1,681,2.1,0,11,0,1,0.917,39829.7,8,5.13,5.26,0.436,1.013,0.644,0.88,0,1,0,2,1,19.22422467,15081.67374,629.5889946,59.16945748,1,12,1,4,1
RENT_Du023163,Dubai,Downtown Dubai,Studio,1,2,397,11.8,0,0,0,7582.67,AED,7582.67,12,30,23364.21,Retired,1,1,657,3.3,0,10,3,0,0.833,7759.91,4,2.63,1.24,0.325,0.977,0.724,0.571,0,0,0,2,3,19.09992443,6436.421488,153.5028597,11.52381459,0,4,3,4,0
RENT_Me023164,Mexico,Merida,Villa,2,3,2390.6,23.2,1,0,0,63655.24,MXN,63655.24,12,52,357617.61,Business Owner,1,1,666,4.6,0,12,2,0,1,65789.71,22,4.19,5.85,0.178,0.968,0.85,0.635,0,0,0,2,2,26.62730695,68905.12717,2381.733283,95.43514243,1,8,5,0,1
RENT_Me023165,Mexico,Merida,Apartment,2,4,880.1,6.2,2,1,0,15632.92,MXN,31265.84,12,40,71653.35,Self-employed,0,1,724,0.6,0,11,0,1,0.917,15824.51,24,5.7,4.09,0.218,0.988,0.485,0.703,0,0,0,1,1,17.76266333,10694.52985,518.770254,21.56264828,1,8,0,5,1
RENT_Me023166,Mexico,Tijuana,House,3,4,1957.9,17.7,2,1,0,19323.74,MXN,38647.48,24,19,77262.82,Full-time Employed,1,1,586,1,0,12,2,0,1,17631.72,117,4.77,5.26,0.25,1.096,0.653,0.532,0,0,1,2,2,9.869625619,13390.43674,452.7601252,32.91948893,1,12,1,2,1
RENT_Du023167,Dubai,Jumeirah Beach Residence,Studio,0,0,300,10.1,0,1,1,5148.71,AED,10297.42,12,33,11448.66,Retired,1,1,583,0.7,0,10,1,1,0.833,5354.05,11,2.74,4.03,0.45,0.962,0.564,0.468,0,1,1,2,2,17.16236667,3061.139037,66.7456878,8.816284247,0,7,3,4,0
RENT_Du023168,Dubai,DIFC,Apartment,4,4,1427.2,19,2,0,0,15279.5,AED,15279.5,12,31,57534.47,Retired,1,1,637,0.1,1,4,4,4,0.333,15389.07,1,2.23,1.54,0.266,0.993,0.62,0.869,1,0,0,2,8,10.70592769,17812.52941,366.4945739,23.94905956,0,3,0,4,0
RENT_Du023169,Dubai,Jumeirah Beach Residence,Apartment,3,5,1282.6,11.3,0,0,1,9649.18,AED,19298.36,12,39,32910.41,Business Owner,1,1,701,2.7,0,10,3,0,0.833,10942.88,4,1.91,3.41,0.293,0.882,0.727,0.855,0,0,0,2,3,7.523140496,11309.41924,230.7019741,13.74527066,0,7,0,0,0
RENT_Me023170,Mexico,Puebla,Townhouse,2,3,1952,5.5,1,0,1,48264.06,MXN,96528.12,12,32,147445.91,Self-employed,0,0,683,11.2,2,6,6,0,0.5,42104.76,16,3.82,5.13,0.327,1.146,0.397,0.783,1,0,0,0,6,24.72544057,30590.43776,1007.055565,70.56149123,1,11,4,5,1
RENT_Du023171,Dubai,Dubai Marina,Studio,1,1,645.7,3,2,1,0,4940.71,AED,14822.13,6,43,6960.64,Part-time,1,0,722,0.4,1,6,4,2,0.5,5445.3,11,2.27,3.11,0.71,0.907,0.386,0.668,1,1,0,1,6,7.651711321,2128.636086,50.2558208,6.83362379,0,5,3,3,0
RENT_Du023172,Dubai,Dubai Marina,Townhouse,2,2,2141.6,13.3,0,0,0,19642.31,AED,19642.31,12,41,80566.46,Business Owner,1,1,684,4.8,0,11,0,1,0.917,17133.26,42,2.16,1.52,0.244,1.146,0.831,0.602,0,0,0,2,1,9.171792118,25495.71519,551.0745864,28.67490511,0,5,4,0,0
RENT_Du023173,Dubai,Downtown Dubai,Apartment,1,2,836.1,13,1,0,0,11735.18,AED,11735.18,12,35,54392.88,Business Owner,1,1,792,3.1,0,10,2,0,0.833,10437.31,62,1.96,2.97,0.216,1.124,0.803,0.414,0,0,0,2,2,14.03561775,18375.97297,430.7916096,14.79846154,0,4,0,0,0
RENT_Me023174,Mexico,Cancun,Apartment,0,0,650.3,5.6,0,0,0,17901.24,MXN,35802.48,12,29,91856.97,Business Owner,0,0,659,2,0,12,2,0,1,16767.97,36,5.14,4.93,0.195,1.068,0.338,0.477,0,0,0,0,2,27.52766416,14960.41857,605.3374323,27.12309091,1,2,0,0,1
RENT_Me023175,Mexico,Cancun,Apartment,1,2,841.9,12.8,1,1,0,16449.15,MXN,32898.3,24,23,58112.96,Business Owner,0,1,691,5,0,11,2,0,0.917,16970.47,6,5.47,4.94,0.283,0.969,0.621,0.688,0,0,0,1,2,19.53812804,8981.910355,401.5605536,23.77044798,1,2,0,0,1
RENT_Me023176,Mexico,Tijuana,Studio,3,3,956.8,23,1,1,0,12270.99,MXN,24541.98,24,43,50471.22,Retired,1,1,667,0.9,0,9,2,1,0.75,11898.48,5,4.64,4.75,0.243,1.031,0.67,0.759,0,0,0,2,3,12.82503135,8948.797872,336.6430374,18.36974551,1,12,3,4,1
RENT_Du023177,Dubai,DIFC,Apartment,2,2,1031,21.8,2,1,0,8603.37,AED,17206.74,12,32,39594.7,Business Owner,1,1,643,6,2,6,4,2,0.5,9216.64,38,2.18,2.6,0.217,0.933,0.843,0.565,1,0,0,2,6,8.344684772,12451.16352,254.593921,13.35927019,0,3,0,0,0
RENT_Du023178,Dubai,Downtown Dubai,Apartment,2,3,880.9,11,0,0,1,7940.05,AED,7940.05,12,40,26866.78,Retired,1,1,790,0.3,0,11,1,0,0.917,7829.54,1,2.57,2.42,0.296,1.014,0.649,0.786,0,0,0,2,1,9.013565671,7525.708683,212.247562,10.03798989,0,4,0,4,0
RENT_Du023179,Dubai,Downtown Dubai,Studio,0,1,322.1,17.6,2,1,1,4334.08,AED,8668.16,12,35,10616.34,Self-employed,1,1,667,0.8,0,5,4,3,0.417,4931.88,2,2.42,2.34,0.408,0.879,0.589,0.469,1,1,0,2,7,13.45569699,3104.192982,70.8109878,6.488143713,0,4,3,5,0
RENT_Me023180,Mexico,Tijuana,Penthouse,0,1,1862.9,3.5,0,0,0,96588.95,MXN,193177.9,6,31,242485.17,Part-time,1,1,660,0.4,0,11,1,0,0.917,98466.73,48,3.73,3.72,0.398,0.981,0.573,0.536,0,0,0,2,1,51.84870363,51265.36364,1600.402122,146.1254917,1,12,2,3,1
RENT_Du023181,Dubai,Business Bay,Villa,0,1,1905.9,2,2,0,1,44900.19,AED,89800.38,24,45,147401.81,Part-time,1,1,674,2.3,0,10,1,1,0.833,40644.63,29,3.38,3.94,0.305,1.105,0.696,0.642,0,0,0,2,2,23.55852353,33653.38128,993.4881994,66.5188,0,1,5,3,0
RENT_Du023182,Dubai,Arabian Ranches,Townhouse,2,4,2009.7,10.1,1,0,0,15685.76,AED,31371.52,12,28,60053.11,Business Owner,1,1,674,2.9,0,10,2,0,0.833,15000.08,11,2.81,1.48,0.261,1.046,0.744,0.777,0,0,0,2,2,7.805025626,15761.97113,404.7579614,23.23816296,0,0,4,0,0
RENT_Me023183,Mexico,Mexico City,Apartment,2,3,1139.1,10,2,1,0,15804.39,MXN,47413.17,12,35,38866.77,Freelancer,1,1,592,7.9,0,12,1,0,1,14289.18,15,3.45,5.53,0.407,1.106,0.739,0.758,0,1,1,2,1,13.87445352,8734.105618,230.0912784,26.65158516,1,9,0,1,1
RENT_Me023184,Mexico,Mexico City,Penthouse,1,3,1980.3,23.7,1,0,0,67425.65,MXN,134851.3,12,38,278013.18,Business Owner,0,1,656,10.5,0,10,3,0,0.833,68876.04,1,4.77,6.16,0.243,0.979,0.633,0.687,0,0,0,1,3,34.04819977,48182.52686,1823.766461,102.6265601,1,9,2,0,1
RENT_Du023185,Dubai,DIFC,Townhouse,3,5,2132.2,15.9,2,1,0,31465.39,AED,31465.39,12,37,80167.01,Part-time,1,1,844,10.5,0,10,2,0,0.833,27738.67,1,3.41,1.64,0.392,1.134,0.803,0.839,0,0,0,2,2,14.75724135,18178.46032,676.6095644,37.23714793,0,3,4,3,0
RENT_Du023186,Dubai,Business Bay,Studio,2,3,891.6,11.2,0,0,0,5733.56,AED,11467.12,24,25,14161.54,Retired,1,1,679,2.5,0,12,3,0,1,5796.33,5,1.87,3.35,0.405,0.989,0.661,0.768,0,1,0,2,3,6.430641543,4934.334495,96.1568566,8.431705882,0,1,3,4,0
RENT_Du023187,Dubai,Jumeirah Beach Residence,Townhouse,1,2,1683.5,41.3,0,1,1,35821.3,AED,71642.6,12,35,99501.23,Retired,1,1,784,1.3,0,12,2,0,1,37426.25,21,2.01,2.35,0.36,0.957,0.655,0.545,0,0,0,2,2,21.27787348,33056.88704,780.0896432,45.6322293,0,7,4,4,0
RENT_Du023188,Dubai,Business Bay,House,2,3,1564.4,8.5,0,0,1,27977.61,AED,55955.22,12,28,94100.82,Freelancer,1,1,672,5.6,0,11,3,0,0.917,30459.79,13,2.62,3.29,0.297,0.919,0.81,0.778,0,0,0,2,3,17.88392355,25994.70166,632.3575104,41.57148588,0,1,1,1,0
RENT_Du023189,Dubai,Dubai Marina,Studio,0,1,347.8,34.3,1,0,1,4878.27,AED,14634.81,24,31,12600.11,Retired,1,1,627,0.9,0,11,0,1,0.917,4418.68,6,2.79,2.25,0.387,1.104,0.588,0.374,0,0,0,2,1,14.02607821,3324.567282,79.0026897,7.76794586,0,5,3,4,0
RENT_Me023190,Mexico,Merida,House,2,3,1481.9,12.6,0,1,0,20503.33,MXN,41006.66,12,27,87710.21,Retired,0,1,565,5.1,0,9,2,1,0.75,22392.31,5,4.98,3.38,0.234,0.916,0.616,0.791,0,0,1,1,3,13.83583913,14667.2592,495.5626865,36.22496466,1,8,1,4,1
RENT_Me023191,Mexico,Tijuana,Villa,3,5,2640.3,17.8,0,1,0,39061.61,MXN,39061.61,24,29,117965.6,Full-time Employed,1,0,539,0.5,0,10,2,0,0.833,44042.9,67,4.88,4.29,0.331,0.887,0.382,0.531,0,0,1,1,2,14.79438321,20062.17687,635.834584,72.33631481,1,12,5,2,1
RENT_Du023192,Dubai,Business Bay,Penthouse,4,4,2441.1,12.7,1,0,1,68615.72,AED,205847.16,24,18,259360.62,Self-employed,1,1,716,0,0,9,1,2,0.75,76512.61,70,2.85,3.43,0.265,0.897,0.636,0.615,0,0,0,2,3,28.10852485,67366.39481,1857.022039,95.69835425,0,1,2,5,0
RENT_Me023193,Mexico,Puebla,Studio,2,3,830,7.7,0,1,0,12163.69,MXN,36491.07,24,18,32635.03,Part-time,1,1,617,0,0,12,2,0,1,12931.25,58,5.12,5.12,0.373,0.941,0.559,0.507,0,0,0,2,2,14.65504819,5332.521242,201.3581351,19.68234628,1,11,3,3,1
RENT_Du023194,Dubai,Downtown Dubai,House,2,2,1548.6,21.3,1,0,0,26482.46,AED,52964.92,12,37,84069.09,Business Owner,1,1,576,8.4,0,9,2,1,0.75,29077.89,1,2.26,3.85,0.315,0.911,0.778,0.753,0,0,1,2,3,17.10090404,25788.06442,484.2379584,45.89681109,0,4,1,0,0
RENT_Du023195,Dubai,Arabian Ranches,Penthouse,0,2,1986.1,5.2,1,0,0,49863.26,AED,99726.52,36,27,180807.15,Freelancer,1,1,649,0.3,0,9,1,2,0.75,49644.69,20,2.91,2.46,0.276,1.004,0.625,0.665,0,0,0,2,3,25.10611752,46242.23785,1173.438404,76.71270769,0,0,2,1,0
RENT_Me023196,Mexico,Monterrey,Apartment,2,3,934,18.8,0,1,0,13093.36,MXN,13093.36,12,27,55080.8,Retired,1,1,681,8.8,0,11,0,1,0.917,13951.02,26,4.88,4.97,0.238,0.939,0.841,0.625,0,0,0,2,1,14.01858672,9367.482993,375.100248,19.19847507,1,10,0,4,1
RENT_Me023197,Mexico,Cancun,Villa,3,4,2601.5,16,1,0,1,37635.21,MXN,37635.21,12,39,112851.46,Retired,1,1,694,3.3,0,4,4,4,0.333,37318.23,32,3.67,4.87,0.333,1.008,0.729,0.683,1,0,0,2,8,14.46673458,24165.19486,783.1891324,54.15138129,1,2,5,4,1
RENT_Me023198,Mexico,Monterrey,House,1,2,1414.1,2.1,1,0,1,31698.98,MXN,31698.98,12,35,114514.09,Business Owner,1,1,739,0.8,0,10,3,0,0.833,31341.55,6,4.94,3.64,0.277,1.011,0.668,0.806,0,0,0,2,3,22.41636376,19278.46633,846.2591251,42.83645946,1,10,1,0,1
RENT_Me023199,Mexico,Puebla,Penthouse,0,1,1794.4,3.3,0,1,0,76744.28,MXN,153488.56,12,27,345648.7,Retired,1,0,696,2.3,0,11,1,0,0.917,76692.7,10,4.05,5.27,0.222,1.001,0.543,0.728,0,0,0,1,1,42.76876951,68445.28713,2405.714952,110.106571,1,11,2,4,1
RENT_Me023200,Mexico,Monterrey,Studio,3,3,990,5.9,0,0,0,9385.28,MXN,9385.28,12,34,30391.9,Full-time Employed,1,1,760,0,0,9,0,3,0.75,10504.71,48,5.31,3.94,0.309,0.893,0.625,0.667,0,0,0,2,3,9.480080808,4816.465927,230.97844,12.33282523,1,10,3,2,1
RENT_Me023201,Mexico,Cancun,House,1,2,1380.9,15.7,1,0,1,43782.57,MXN,131347.71,12,31,137497.75,Full-time Employed,1,0,604,0.6,0,9,3,0,0.75,41645.29,32,4.44,4.54,0.318,1.051,0.408,0.586,0,0,0,1,3,31.70582229,25275.32169,830.48641,72.3678843,1,2,1,2,1
RENT_Du023202,Dubai,Downtown Dubai,Villa,1,2,2273,12.8,0,1,1,45798.39,AED,137395.17,12,21,157255.16,Full-time Employed,1,1,720,0.2,0,10,3,0,0.833,50542.97,1,2.84,2.52,0.291,0.906,0.634,0.76,0,0,0,2,3,20.14887374,40951.86458,1132.237152,63.52065187,0,4,5,2,0
RENT_Du023203,Dubai,DIFC,Villa,2,3,2495.7,9.4,2,1,0,49695.22,AED,49695.22,24,34,215778.09,Business Owner,1,1,627,8.2,0,12,2,0,1,51059.97,83,2.66,1.82,0.23,0.973,0.833,0.538,0,0,0,2,2,19.91233722,58955.7623,1352.928624,79.13251592,0,3,5,0,0
RENT_Me023204,Mexico,Puebla,Villa,2,2,2271.1,7.3,0,1,1,38770.98,MXN,38770.98,24,34,127310.06,Retired,0,1,627,3,0,12,0,0,1,39375.57,67,4.97,5.98,0.305,0.985,0.515,0.551,0,0,0,1,0,17.07145436,21324.96817,798.2340762,61.7372293,1,11,5,4,1
RENT_Me023205,Mexico,Merida,Studio,1,1,696.1,10.5,3,1,0,11126.7,MXN,22253.4,6,34,42078.53,Self-employed,1,1,649,5.2,0,9,0,3,0.75,12338.48,68,3.49,5.75,0.264,0.902,0.821,0.389,0,0,0,2,3,15.98434133,9371.610245,273.0896597,17.118,1,8,3,5,1
RENT_Me023206,Mexico,Guadalajara,Studio,2,3,973.6,9.9,2,1,1,13134.89,MXN,13134.89,12,33,41220.85,Retired,1,0,765,10.4,0,10,1,1,0.833,13667.97,8,3.2,5.04,0.319,0.961,0.621,0.786,0,0,0,1,2,13.49105382,9814.488095,315.3395025,17.14737598,1,6,3,4,1
RENT_Du023207,Dubai,Business Bay,Penthouse,4,4,2482.2,6.5,2,1,0,47259.93,AED,47259.93,12,29,169876.08,Freelancer,0,1,641,4.6,0,9,3,0,0.75,53881.43,86,3.19,1.57,0.278,0.877,0.595,0.657,0,0,0,1,3,19.03953348,40543.21718,1088.905673,73.61359813,0,1,2,1,0
RENT_Me023208,Mexico,Guadalajara,Penthouse,4,5,2617.3,16.6,2,0,0,103050.21,MXN,206100.42,24,33,319343.22,Freelancer,1,1,595,0.3,0,12,2,0,1,102183.48,2,4.89,4.29,0.323,1.008,0.591,0.879,0,0,1,2,2,39.37271616,54217.86418,1900.092159,172.9030369,1,6,2,1,1
RENT_Me023209,Mexico,Merida,Apartment,0,1,407,7,2,0,1,16076.8,MXN,16076.8,12,35,41767.37,Full-time Employed,1,1,728,4.6,0,11,1,0,0.917,17198.77,17,4.76,6.2,0.385,0.935,0.764,0.491,0,0,0,2,1,39.5007371,7251.279514,304.0664536,22.05322359,1,8,0,2,1
RENT_Du023210,Dubai,Dubai Marina,Penthouse,1,2,2101.8,15.1,0,0,0,61570.34,AED,123140.68,12,25,159094.91,Retired,0,1,683,1,0,12,2,0,1,59055.55,16,1.86,1.22,0.387,1.043,0.408,0.669,0,0,0,1,2,29.29410029,55627.59091,1086.618235,90.01511696,0,5,2,4,0
RENT_Me023211,Mexico,Puebla,Townhouse,2,3,1942.5,27.9,0,0,0,29506.11,MXN,59012.22,12,37,127808.92,Full-time Employed,1,0,661,0.3,0,9,0,3,0.75,26494.89,4,4.75,6.14,0.231,1.114,0.451,0.694,0,0,0,1,3,15.18976062,22227.63826,844.8169612,44.57116314,1,11,4,2,1
RENT_Me023212,Mexico,Tijuana,Apartment,2,3,1079.5,19.4,1,1,0,22618.59,MXN,22618.59,24,22,44588.34,Part-time,1,1,744,0.8,0,11,0,1,0.917,20724.61,2,5.38,5.64,0.507,1.091,0.607,0.761,0,1,0,2,1,20.95283928,6988.768025,331.7372496,30.36052349,1,12,0,3,1
RENT_Me023213,Mexico,Merida,Villa,1,2,2311.7,25.3,1,1,0,35052.98,MXN,35052.98,24,18,129041.66,Business Owner,1,1,651,0,0,10,2,0,0.833,32059.92,6,5.23,3.23,0.272,1.093,0.617,0.651,0,0,0,2,2,15.16329108,20712.94703,840.0612066,53.76223926,1,8,5,0,1
RENT_Me023214,Mexico,Merida,Penthouse,5,5,2948.9,22,3,0,1,66984.13,MXN,133968.26,12,30,102833.05,Part-time,1,1,725,2.1,0,10,0,2,0.833,73437.21,27,3.58,4.1,0.651,0.912,0.653,0.768,0,1,0,2,2,22.71495473,22452.631,745.5396125,92.26464187,1,8,2,3,1
RENT_Du023215,Dubai,Jumeirah Beach Residence,Townhouse,2,2,1892.6,7.3,1,0,0,19210.42,AED,57631.26,12,23,86749.59,Business Owner,1,1,727,2.2,0,10,3,0,0.833,19482.2,86,3.12,3,0.221,0.986,0.749,0.551,0,0,0,2,3,10.15028004,21055.72573,630.6695193,26.38793956,0,7,4,0,0
RENT_Du023216,Dubai,Downtown Dubai,Villa,2,3,2480.4,8,0,1,0,68277.03,AED,136554.06,12,38,264228.43,Self-employed,1,1,707,0,0,10,1,1,0.833,61986.57,6,2.75,3.44,0.258,1.101,0.638,0.817,0,0,0,2,2,27.52662071,70460.91467,1868.095,96.43648305,0,4,5,5,0
