applicant_id,age,employment_status,monthly_income,employment_verified,income_verified,credit_score,rental_history_years,previous_evictions,late_payments_count,missed_payments_count,on_time_payments_percent,property_type,bedrooms,bathrooms,square_feet,property_age_years,furnished,pets_allowed,parking,monthly_rent,security_deposit,market_median_rent,lease_term_months,city,local_unemployment_rate,inflation_rate,default_flag
APP026682,21,Full-time,42715,1,1,613,2,0,2,1,83.7,House,3,3,906,46,0,1,2,32893,82899,28000,12,Delhi,4.1,5.5,0
APP026683,35,Full-time,34301,1,1,548,8,1,12,8,78.8,Studio,0,1,362,0,0,1,0,9300,25028,28000,12,Delhi,8.1,5.5,0
APP026684,25,Full-time,16946,1,1,810,3,0,0,0,97.5,Apartment,1,2,534,6,0,0,0,13353,31177,20000,12,Chennai,5.9,5.6,1
APP026685,18,Full-time,61130,1,1,695,0,0,0,0,90.1,Apartment,3,2,1038,33,0,0,0,32519,85601,35000,24,Mumbai,3.5,3.2,0
APP026686,24,Contract,27275,1,1,772,4,0,1,0,94.9,Condo,2,2,939,4,0,0,2,31119,74963,28000,12,Delhi,3.6,3.0,0
APP026687,28,Full-time,47284,1,1,663,5,0,4,3,87.4,House,4,2,1340,11,1,1,0,48213,131855,35000,11,Mumbai,6.0,5.3,0
APP026688,21,Contract,53977,1,1,589,1,0,1,0,82.2,Apartment,1,1,631,9,0,1,1,14524,33575,20000,24,Chennai,8.0,4.5,0
APP026689,41,Full-time,21868,1,0,808,12,0,2,1,97.4,Townhouse,3,2,1708,24,0,1,1,39471,114713,22000,12,Hyderabad,7.5,6.5,1
APP026690,25,Full-time,15420,1,1,746,2,0,1,0,92.8,House,3,2,1193,2,0,0,1,34397,92000,25000,12,Pune,6.2,3.8,0
APP026691,40,Full-time,25948,0,1,683,19,0,15,10,88.4,Apartment,2,1,1111,23,0,0,1,19442,43033,20000,12,Chennai,4.3,5.1,0
APP026692,20,Full-time,22664,1,1,563,1,0,1,0,79.6,Condo,2,2,1345,7,0,0,2,36088,76959,22000,12,Hyderabad,4.6,6.1,0
APP026693,45,Full-time,37081,1,1,762,8,0,3,2,94.4,Apartment,1,1,747,2,0,1,1,22774,61151,35000,12,Mumbai,3.5,5.4,0
APP026694,19,Contract,37621,1,1,807,0,0,0,0,97.7,Apartment,2,1,885,0,1,0,1,20242,56804,20000,11,Chennai,4.1,3.5,0
APP026695,18,Self-employed,23106,1,1,775,0,0,0,0,95.1,House,4,3,1209,5,0,1,2,41473,122815,32000,12,Bangalore,2.7,5.1,0
APP026696,49,Full-time,59160,0,0,691,26,0,19,12,89.7,House,3,2,1297,12,0,1,2,34420,88521,22000,12,Hyderabad,3.6,4.7,0
APP026697,24,Full-time,101096,0,1,533,5,0,7,4,79.2,Townhouse,2,1,692,10,0,0,0,28675,85865,35000,11,Mumbai,3.3,5.8,0
APP026698,56,Full-time,14336,1,1,640,14,0,15,10,85.0,Apartment,2,1,765,67,0,0,1,24572,51953,28000,12,Delhi,5.9,5.3,1
APP026699,41,Part-time,10363,1,1,453,18,1,37,24,71.4,House,3,2,1594,6,1,0,2,33580,98062,25000,11,Pune,8.1,6.0,1
APP026700,44,Full-time,30637,1,1,776,20,0,6,4,95.3,Apartment,2,1,1311,9,0,0,1,34285,96456,28000,12,Delhi,7.6,3.5,0
APP026701,47,Full-time,22478,1,0,680,15,0,12,8,88.1,House,3,2,956,18,1,1,0,25538,60206,28000,12,Delhi,6.3,4.3,0
APP026702,36,Part-time,22957,0,0,613,7,0,8,5,83.3,Apartment,2,1,863,1,0,1,0,27524,56257,28000,12,Delhi,5.4,3.5,1
APP026703,36,Full-time,19645,1,1,696,11,1,8,5,89.2,Apartment,1,1,401,5,0,1,0,8275,24667,20000,12,Chennai,3.1,6.7,0
APP026704,50,Full-time,24098,1,1,692,14,0,11,7,89.0,House,3,3,999,22,1,1,1,32387,80361,28000,12,Delhi,6.9,6.3,0
APP026705,36,Full-time,84192,1,1,806,11,0,1,0,98.7,House,3,2,894,9,1,1,0,31932,93540,28000,11,Delhi,7.8,4.6,0
APP026706,26,Full-time,79168,1,1,807,6,0,0,0,98.6,Townhouse,3,2,1272,28,0,1,1,57274,158951,35000,12,Mumbai,8.3,5.2,0
APP026707,42,Full-time,74195,1,1,603,21,0,24,16,83.7,Apartment,2,1,1124,7,0,1,0,30997,82596,22000,12,Hyderabad,3.0,5.9,0
APP026708,18,Part-time,11076,1,1,753,0,0,0,0,93.2,Apartment,2,1,697,3,1,0,0,20610,46789,25000,11,Pune,2.7,5.1,1
APP026709,50,Self-employed,49407,0,0,486,15,0,27,18,74.6,Condo,3,3,1045,0,1,0,1,26575,53850,22000,12,Hyderabad,4.2,6.7,0
APP026710,51,Full-time,67797,0,0,715,12,0,7,4,91.7,Apartment,1,2,300,9,1,0,0,8000,19389,18000,12,Kolkata,7.1,6.9,0
APP026711,49,Self-employed,17265,0,0,795,19,0,4,3,96.4,Apartment,2,2,1269,33,0,1,2,33274,89206,28000,11,Delhi,7.8,4.7,1
APP026712,48,Full-time,10845,1,1,776,20,0,7,4,94.9,Apartment,1,1,300,4,0,1,1,12732,34984,35000,12,Mumbai,8.4,4.0,1
APP026713,33,Unemployed,10534,1,1,749,9,0,4,3,92.9,House,3,2,897,0,1,0,1,27362,75771,35000,12,Mumbai,6.5,4.8,1
APP026714,33,Full-time,11495,0,0,737,7,0,4,2,92.0,Apartment,2,1,1129,57,0,0,1,27784,75749,25000,12,Pune,4.9,6.0,0
APP026715,20,Part-time,11902,1,1,729,1,0,0,0,91.5,Condo,2,2,690,11,0,1,1,17743,49635,28000,24,Delhi,6.5,5.1,1
APP026716,55,Full-time,13115,1,1,775,16,0,5,3,94.8,Apartment,2,1,546,16,0,0,0,15696,31961,35000,11,Mumbai,5.7,3.2,1
APP026717,29,Full-time,36971,1,1,562,8,0,11,7,79.9,Apartment,2,1,657,7,1,0,1,22194,51227,28000,12,Delhi,5.4,5.2,1
APP026718,39,Part-time,58342,0,0,828,9,0,0,0,99.7,Apartment,3,2,1169,3,0,0,1,22175,53071,22000,24,Hyderabad,7.3,4.5,0
APP026719,38,Full-time,56511,1,1,639,14,0,14,9,85.9,House,3,2,1094,2,0,0,0,22310,51531,18000,24,Kolkata,5.2,6.9,0
APP026720,18,Part-time,44734,0,1,685,0,0,0,0,89.0,Studio,0,1,300,1,0,1,0,9455,28344,28000,24,Delhi,8.1,6.6,0
APP026721,18,Full-time,49752,1,1,694,0,0,0,0,89.8,Condo,2,1,579,18,0,0,0,16205,47385,22000,11,Hyderabad,4.6,5.8,1
APP026722,35,Full-time,13791,1,1,663,7,0,6,4,86.7,Apartment,1,1,478,3,0,1,1,8872,18834,20000,6,Chennai,4.8,5.3,0
APP026723,29,Full-time,34345,1,1,784,3,0,0,0,96.0,Apartment,2,1,380,4,0,0,1,9282,20436,28000,11,Delhi,5.4,4.5,0
APP026724,33,Contract,36847,1,1,841,8,0,0,0,100.0,Townhouse,4,2,1825,11,0,1,0,34035,75059,22000,12,Hyderabad,5.9,3.5,0
APP026725,47,Self-employed,44666,1,1,585,19,0,25,16,81.7,Condo,4,2,1775,32,1,1,1,35523,94806,25000,12,Pune,2.9,5.4,0
APP026726,37,Full-time,65626,0,0,770,6,0,1,1,95.6,Condo,3,2,1322,15,1,0,1,32292,66248,22000,12,Hyderabad,2.8,5.6,1
APP026727,44,Full-time,22567,1,1,784,14,0,4,2,95.7,House,2,1,577,15,0,0,0,14819,30637,20000,12,Chennai,7.0,5.2,0
APP026728,40,Self-employed,36321,0,0,681,9,0,7,4,88.5,Condo,2,2,676,16,0,0,0,21305,46912,28000,12,Delhi,8.0,6.9,1
APP026729,31,Part-time,15559,1,1,848,10,0,0,0,100.0,Apartment,2,1,645,2,1,0,1,12297,30242,22000,6,Hyderabad,3.9,3.6,0
APP026730,22,Part-time,29894,0,1,600,2,0,2,1,82.5,Apartment,1,1,343,20,0,1,0,13339,27977,35000,11,Mumbai,6.2,4.4,0
APP026731,38,Full-time,35407,1,1,514,8,0,13,9,76.3,Condo,3,2,1258,5,0,0,0,29400,68193,25000,12,Pune,3.3,6.9,0
APP026732,36,Self-employed,33750,1,1,540,9,0,14,9,78.2,Apartment,2,1,1129,2,0,0,0,17324,49686,18000,12,Kolkata,5.5,5.0,0
APP026733,45,Full-time,38441,1,0,579,14,0,19,12,81.1,House,3,2,1358,9,1,1,1,38528,90291,22000,12,Hyderabad,3.1,4.7,0
APP026734,33,Self-employed,40608,0,0,718,6,0,3,2,91.3,House,3,2,1394,1,0,0,1,59011,128757,35000,12,Mumbai,2.7,3.9,0
APP026735,31,Full-time,36552,1,1,823,7,0,0,0,98.8,House,5,3,1813,10,0,0,1,77418,163947,35000,12,Mumbai,5.0,3.1,1
APP026736,32,Part-time,38642,0,0,695,11,0,8,5,89.6,Apartment,2,2,434,8,0,0,0,15453,46114,32000,36,Bangalore,4.4,3.2,0
APP026737,23,Unemployed,5000,0,1,637,4,0,4,2,84.6,Apartment,2,1,582,19,0,0,1,12160,24542,18000,12,Kolkata,5.5,3.5,0
APP026738,52,Full-time,62003,1,0,538,30,0,46,30,78.7,Apartment,2,2,813,6,0,1,1,14107,35407,18000,24,Kolkata,7.5,4.7,0
APP026739,48,Part-time,23440,1,1,742,18,0,9,6,92.7,Townhouse,3,3,1273,3,0,0,0,21484,55265,18000,12,Kolkata,6.2,5.0,0
APP026740,20,Full-time,42343,1,1,652,0,0,0,0,86.5,Apartment,1,2,330,82,0,0,1,10886,31833,28000,12,Delhi,3.2,3.6,0
APP026741,44,Contract,26674,1,1,823,22,0,2,1,98.6,Apartment,1,2,300,11,0,0,1,8000,17535,18000,12,Kolkata,8.2,3.4,1
APP026742,18,Full-time,106993,1,0,741,0,0,0,0,94.4,House,3,2,1574,23,0,0,1,34150,92707,25000,12,Pune,7.5,3.4,1
APP026743,46,Full-time,36249,0,1,648,19,0,18,12,86.1,Apartment,1,1,745,29,0,0,1,15357,32865,18000,11,Kolkata,7.4,6.3,0
APP026744,26,Full-time,77497,1,0,751,4,0,1,1,94.5,House,2,1,1049,0,1,1,1,23732,55238,22000,12,Hyderabad,4.4,4.8,1
APP026745,39,Contract,97735,1,1,533,13,0,19,13,79.1,Apartment,1,1,842,25,1,0,1,17151,38322,20000,12,Chennai,8.0,4.8,1
APP026746,18,Full-time,23772,1,1,694,0,1,0,0,89.2,Apartment,1,1,516,3,1,0,0,10713,26589,18000,11,Kolkata,4.4,4.3,0
APP026747,20,Full-time,33374,1,1,645,1,0,1,0,85.8,Condo,3,2,992,5,0,0,1,23086,59067,22000,12,Hyderabad,8.3,6.5,1
APP026748,40,Full-time,14266,0,0,621,10,0,11,7,83.7,Apartment,2,1,1138,13,0,0,1,34717,96290,35000,12,Mumbai,3.3,3.4,0
APP026749,26,Full-time,19041,1,1,589,6,1,8,5,81.4,Condo,5,2,1736,6,0,1,1,48991,144027,28000,24,Delhi,8.4,6.7,0
APP026750,24,Part-time,26120,0,1,763,2,0,0,0,94.3,House,2,2,1189,71,0,0,2,42471,103890,32000,36,Bangalore,3.2,4.4,1
APP026751,51,Full-time,33891,1,1,792,17,0,4,2,96.5,House,3,3,928,14,0,0,0,28862,63570,25000,24,Pune,8.3,3.9,0
APP026752,61,Full-time,25854,1,1,603,18,0,22,15,82.6,Apartment,1,1,300,11,0,1,2,9430,20107,28000,12,Delhi,6.2,6.6,0
APP026753,46,Full-time,156941,1,1,683,16,0,9,6,91.3,House,4,3,1671,1,0,0,1,38917,89700,28000,24,Delhi,3.9,4.2,1
APP026754,21,Full-time,31015,1,1,723,2,0,1,0,91.4,Condo,2,1,1052,3,1,0,1,29963,74640,35000,12,Mumbai,7.6,3.9,0
APP026755,56,Full-time,16667,1,1,690,29,0,23,15,88.7,Townhouse,3,2,1354,21,0,1,1,46092,120811,28000,12,Delhi,3.1,5.5,0
APP026756,18,Self-employed,18903,1,1,787,0,0,0,0,95.8,Condo,2,1,866,36,0,0,2,27506,57192,35000,12,Mumbai,7.6,6.6,0
APP026757,31,Contract,34247,1,1,715,7,0,4,3,90.9,Studio,0,1,300,24,0,0,2,8859,22318,28000,12,Delhi,8.2,3.3,0
APP026758,35,Unemployed,8901,1,1,763,7,0,3,2,93.9,Apartment,1,2,510,3,1,1,1,10722,25258,25000,11,Pune,4.8,3.6,1
APP026759,58,Contract,20076,1,1,685,15,0,12,8,88.4,Apartment,2,1,856,5,1,0,1,23740,67950,25000,11,Pune,3.0,5.4,0
APP026760,45,Contract,19198,1,1,779,16,0,5,3,95.3,Apartment,2,1,899,5,0,1,1,26899,67020,28000,11,Delhi,8.5,4.8,0
APP026761,29,Self-employed,21198,1,1,729,4,0,2,1,91.7,Apartment,1,1,567,5,1,0,2,16490,44507,25000,11,Pune,5.0,5.8,1
APP026762,23,Part-time,45924,0,0,406,1,0,2,1,68.7,House,3,2,1483,2,0,0,0,55184,121268,32000,24,Bangalore,2.7,3.1,1
APP026763,47,Full-time,83363,1,1,676,9,0,7,4,89.2,House,4,2,1602,0,0,0,2,28198,69038,20000,12,Chennai,6.6,6.3,0
APP026764,28,Full-time,35819,1,0,765,5,0,1,1,94.6,Apartment,1,1,300,47,0,1,1,8180,20351,22000,12,Hyderabad,6.2,4.4,0
APP026765,37,Full-time,44345,1,1,554,14,0,20,13,79.5,House,2,1,661,8,0,1,1,17349,41340,25000,36,Pune,2.9,6.6,0
APP026766,18,Part-time,19751,1,1,756,0,0,0,0,93.6,Apartment,2,1,1212,29,0,1,0,37908,88222,28000,11,Delhi,2.5,4.4,0
APP026767,41,Full-time,26380,1,0,712,18,0,12,8,90.5,Condo,3,2,1025,4,0,1,1,32847,96952,32000,24,Bangalore,6.7,3.0,0
APP026768,40,Full-time,56873,1,1,648,10,0,9,6,86.6,Apartment,2,1,650,14,1,0,0,25931,68994,32000,12,Bangalore,8.0,6.8,1
APP026769,20,Self-employed,12036,1,1,438,1,0,2,1,70.3,Apartment,1,1,300,6,0,0,2,8000,18138,20000,12,Chennai,6.3,5.6,1
APP026770,47,Part-time,22762,1,1,829,22,0,1,1,99.0,Apartment,1,1,300,2,0,1,2,8253,17079,22000,12,Hyderabad,3.2,6.8,1
APP026771,41,Full-time,70511,0,1,735,11,0,5,3,93.2,Apartment,1,1,343,17,1,0,1,8000,18946,22000,11,Hyderabad,4.8,4.1,1
APP026772,43,Full-time,21880,1,1,815,18,0,2,1,97.9,Apartment,1,1,300,13,0,0,1,8000,16048,22000,12,Hyderabad,8.1,3.8,0
APP026773,30,Contract,23841,1,1,586,10,0,13,8,81.3,Apartment,2,1,554,8,1,0,0,16122,48245,28000,12,Delhi,2.6,4.2,0
APP026774,37,Part-time,5000,0,0,649,12,0,12,8,85.5,House,3,2,1387,0,0,0,1,48163,127421,28000,24,Delhi,5.2,5.2,0
APP026775,35,Part-time,10676,0,0,664,7,0,6,4,86.7,Apartment,1,2,633,11,0,0,1,12845,29275,18000,24,Kolkata,6.8,4.6,1
APP026776,33,Part-time,51839,1,1,681,5,0,4,2,88.9,Apartment,2,2,683,10,0,1,1,12924,27413,20000,12,Chennai,3.3,6.5,0
APP026777,37,Full-time,11411,1,1,626,9,0,10,6,84.0,Apartment,3,2,1302,4,0,1,1,46966,99848,35000,12,Mumbai,2.6,3.7,0
APP026778,50,Full-time,22195,1,1,569,13,1,18,12,80.1,House,3,3,811,26,0,0,2,20470,51979,25000,12,Pune,3.2,4.7,1
APP026779,47,Full-time,86512,1,1,670,10,0,8,5,88.8,Apartment,1,1,631,12,0,0,0,21621,61940,35000,12,Mumbai,2.7,5.9,1
APP026780,20,Full-time,31611,1,1,711,1,0,0,0,90.6,Apartment,2,1,452,0,0,1,0,16397,44355,35000,11,Mumbai,8.2,4.9,0
APP026781,46,Part-time,12092,1,1,722,18,0,11,7,91.0,Studio,0,1,300,5,0,0,2,8000,22046,22000,11,Hyderabad,3.8,5.3,1
APP026782,49,Full-time,39688,1,1,676,18,0,15,10,88.2,House,2,1,863,38,0,1,2,27523,72846,28000,12,Delhi,2.8,5.7,0
APP026783,33,Full-time,24995,1,1,775,12,0,4,2,95.1,Condo,3,2,1033,3,0,0,0,31401,67574,35000,6,Mumbai,5.5,3.8,1
APP026784,41,Part-time,12157,1,1,644,7,0,7,4,85.3,Apartment,1,2,658,5,1,0,2,14885,43142,22000,12,Hyderabad,4.5,5.1,0
APP026785,40,Part-time,20567,1,1,772,10,0,3,2,94.8,Condo,3,2,1210,2,0,0,2,29738,62304,25000,12,Pune,3.0,4.2,0
APP026786,24,Full-time,27414,1,1,696,2,0,1,1,89.4,Apartment,2,2,802,4,0,0,1,28272,70315,35000,12,Mumbai,5.5,6.7,0
APP026787,30,Full-time,42792,0,0,713,4,0,2,1,91.0,Condo,3,3,1362,29,0,1,1,22066,53246,20000,11,Chennai,5.0,3.1,0
APP026788,44,Self-employed,101371,0,0,780,20,0,4,2,97.2,Apartment,2,1,1071,39,0,0,0,28776,68648,22000,12,Hyderabad,6.7,5.4,0
APP026789,29,Full-time,58544,1,1,630,9,0,9,6,85.3,House,3,3,954,6,0,1,2,39684,110577,35000,6,Mumbai,2.8,6.3,0
APP026790,46,Full-time,43374,1,0,669,21,0,18,12,87.8,House,2,1,657,0,1,0,2,11173,24164,18000,12,Kolkata,4.2,5.2,0
APP026791,50,Part-time,15442,0,0,647,22,1,22,15,85.6,Apartment,2,1,625,8,0,0,1,18599,45512,28000,11,Delhi,4.5,3.0,1
APP026792,48,Part-time,7200,0,0,723,13,0,8,5,90.9,House,4,2,1575,17,0,0,0,32899,82084,25000,11,Pune,8.4,3.8,0
APP026793,58,Full-time,75541,1,1,720,12,0,6,4,92.2,Apartment,2,2,1011,37,0,1,1,38241,80364,32000,6,Bangalore,4.3,5.0,1
APP026794,33,Full-time,29597,1,1,627,11,0,12,8,84.4,House,3,2,1308,2,0,0,0,21406,50884,20000,12,Chennai,5.1,6.1,0
APP026795,37,Part-time,10184,0,1,562,11,0,16,10,79.3,House,4,2,1554,0,0,0,1,49399,98825,32000,24,Bangalore,6.8,3.1,0
APP026796,38,Part-time,7495,0,1,702,12,0,9,6,89.4,Apartment,1,2,592,24,1,0,2,21720,47845,32000,12,Bangalore,7.3,5.2,0
APP026797,34,Full-time,38440,1,1,604,11,0,13,8,83.0,Apartment,2,1,755,10,0,0,1,22092,55769,28000,24,Delhi,7.7,5.8,0
APP026798,41,Full-time,39046,1,1,671,15,0,13,8,87.8,House,2,2,538,7,0,0,2,23904,55053,35000,12,Mumbai,4.5,6.7,0
APP026799,18,Full-time,24579,1,1,666,0,0,0,0,87.2,House,3,2,1374,7,0,0,2,46634,96686,35000,36,Mumbai,8.0,4.7,0
APP026800,37,Full-time,59186,1,1,586,13,0,16,11,82.1,House,4,2,1647,18,1,0,1,39457,85428,20000,24,Chennai,3.3,5.8,0
APP026801,18,Self-employed,38707,1,1,422,0,0,0,0,69.7,Apartment,1,1,375,6,0,0,2,8000,19992,20000,12,Chennai,5.0,5.0,1
APP026802,23,Full-time,19693,1,1,697,1,0,0,0,89.3,House,3,3,1016,18,0,0,1,31791,73288,25000,12,Pune,8.0,4.9,0
APP026803,43,Part-time,6845,0,1,679,20,0,17,11,87.7,Apartment,2,1,674,10,0,0,2,16856,47584,20000,12,Chennai,4.9,3.0,0
APP026804,32,Contract,27804,1,1,701,10,0,7,4,89.8,Apartment,2,2,760,26,0,0,1,21539,59711,25000,6,Pune,6.7,5.5,1
APP026805,43,Part-time,13275,0,0,663,11,0,10,7,86.7,Apartment,3,2,1700,3,0,1,1,67325,139307,32000,12,Bangalore,5.6,5.3,1
APP026806,32,Full-time,46392,1,1,814,10,0,1,0,98.4,Apartment,2,1,848,1,1,0,1,19482,49310,20000,12,Chennai,2.5,5.0,0
APP026807,48,Full-time,59897,1,1,647,26,0,25,16,86.6,Apartment,2,2,830,14,1,1,0,22633,54650,32000,12,Bangalore,2.6,5.5,0
APP026808,32,Full-time,73474,1,1,518,5,0,8,5,77.5,Apartment,1,1,373,10,0,0,1,8000,20180,22000,12,Hyderabad,4.0,5.1,0
APP026809,18,Full-time,19557,1,1,768,0,0,0,0,94.5,Townhouse,4,2,1562,16,1,1,2,24608,68718,18000,6,Kolkata,3.1,5.5,1
APP026810,37,Full-time,27477,1,1,749,14,0,6,4,93.3,Condo,5,2,1789,0,1,1,1,40206,98984,28000,12,Delhi,5.6,4.2,0
APP026811,18,Full-time,24673,1,1,794,0,0,0,0,96.5,Condo,3,3,1090,0,1,0,0,41139,98995,35000,12,Mumbai,2.6,4.7,0
APP026812,18,Part-time,8907,0,0,608,0,0,0,0,82.6,Condo,3,2,1517,18,0,0,1,27070,67415,18000,6,Kolkata,3.8,6.0,0
APP026813,24,Full-time,61564,1,0,806,3,0,0,0,98.2,Condo,4,2,1558,17,0,0,0,50982,117079,28000,24,Delhi,3.5,5.2,1
APP026814,22,Full-time,34353,1,1,585,2,0,2,1,81.5,Studio,0,1,300,11,0,0,1,8000,20337,22000,36,Hyderabad,6.3,3.6,1
APP026815,28,Full-time,60648,1,1,816,4,0,0,0,98.9,Apartment,1,1,388,2,1,0,0,13777,30429,35000,11,Mumbai,4.7,5.9,0
APP026816,22,Full-time,33415,1,1,588,1,0,1,0,81.7,Condo,3,3,1071,6,1,0,1,20777,46837,20000,6,Chennai,6.1,3.6,0
APP026817,18,Full-time,55343,1,1,718,0,1,0,0,91.6,Apartment,1,1,647,5,1,0,1,17299,51008,22000,12,Hyderabad,5.9,4.0,0
APP026818,53,Part-time,12825,0,1,694,23,0,18,12,88.9,Condo,4,2,1650,34,1,0,2,30697,74025,18000,11,Kolkata,3.6,6.2,0
APP026819,26,Full-time,18068,1,1,695,4,0,3,2,89.1,House,3,2,1068,18,0,1,0,20219,52785,20000,12,Chennai,7.4,4.2,0
APP026820,18,Full-time,49785,1,0,745,0,0,0,0,93.5,Townhouse,3,2,1277,2,0,0,2,54777,163079,35000,12,Mumbai,7.4,4.0,0
APP026821,30,Self-employed,15794,1,1,548,10,0,15,10,78.4,Apartment,1,1,878,55,0,0,1,22042,64529,22000,6,Hyderabad,4.1,5.0,1
APP026822,21,Self-employed,20477,0,0,545,1,0,1,1,78.3,Apartment,2,2,1170,7,0,0,0,45137,101963,32000,12,Bangalore,4.5,3.4,1
APP026823,24,Full-time,41797,1,1,709,2,0,1,0,90.7,House,2,1,827,7,0,0,0,32570,89184,35000,12,Mumbai,2.6,4.3,0
APP026824,43,Part-time,13958,1,1,525,9,0,15,10,76.7,Apartment,3,2,1237,4,0,0,0,24780,58281,20000,12,Chennai,3.2,6.0,1
APP026825,29,Part-time,29756,0,1,799,7,0,1,1,96.9,Apartment,2,1,896,1,1,1,1,26355,57092,28000,12,Delhi,6.4,4.3,1
APP026826,21,Full-time,24422,1,1,738,1,0,0,0,92.4,Apartment,2,1,778,14,1,1,1,21887,48997,32000,11,Bangalore,7.9,5.3,0
APP026827,40,Part-time,7496,0,0,667,16,0,15,10,86.9,Apartment,1,2,300,34,1,0,1,10718,22628,35000,12,Mumbai,2.6,5.7,0
APP026828,48,Part-time,15803,0,1,684,18,0,15,10,88.3,Townhouse,3,2,1272,4,0,0,2,37828,106054,35000,24,Mumbai,4.0,3.4,0
APP026829,41,Full-time,7682,1,1,746,13,0,6,4,92.6,Apartment,1,1,300,7,0,1,1,8000,22413,18000,12,Kolkata,3.9,5.2,1
APP026830,18,Full-time,29986,1,1,610,0,0,0,0,83.2,Apartment,2,1,1148,46,0,0,0,44910,114852,32000,12,Bangalore,3.0,5.0,0
APP026831,21,Unemployed,5000,1,1,548,1,0,1,1,78.1,Studio,0,1,300,27,0,1,1,8000,18330,22000,12,Hyderabad,6.3,4.3,0
APP026832,35,Unemployed,11232,1,1,644,13,0,13,9,85.3,Apartment,1,1,862,3,1,1,0,23388,48608,28000,12,Delhi,7.5,6.1,0
APP026833,32,Part-time,20240,0,0,792,10,0,2,1,96.2,Apartment,2,1,949,53,0,0,0,23680,67382,20000,12,Chennai,4.7,4.6,1
APP026834,31,Full-time,50702,0,0,642,8,0,8,5,86.0,House,5,2,2178,23,0,0,1,34238,87348,18000,12,Kolkata,3.5,5.4,1
APP026835,23,Self-employed,54129,1,1,495,3,0,5,3,75.4,Apartment,2,2,1083,9,0,0,1,30573,64140,28000,12,Delhi,4.9,4.6,1
APP026836,18,Part-time,27549,1,1,821,0,0,0,0,98.5,Apartment,1,1,300,1,0,0,2,8224,17481,28000,24,Delhi,6.2,6.8,1
APP026837,59,Full-time,53219,1,1,803,20,0,3,2,97.8,House,3,2,1218,10,0,1,1,25130,61301,25000,12,Pune,8.5,4.7,0
APP026838,35,Full-time,57776,1,1,781,9,0,2,1,96.3,Apartment,2,2,556,85,0,0,1,9800,23485,22000,12,Hyderabad,5.8,6.6,0
APP026839,42,Contract,54047,1,1,726,13,0,7,4,92.2,Condo,2,1,997,3,0,0,1,18735,44292,20000,11,Chennai,8.0,5.9,1
APP026840,35,Full-time,17109,0,1,763,10,0,4,2,94.1,House,2,2,624,40,1,0,0,18500,54992,32000,24,Bangalore,4.0,3.9,0
APP026841,35,Full-time,56822,0,0,558,6,0,8,5,80.0,House,4,3,1946,1,1,0,1,39661,95346,20000,12,Chennai,3.1,5.4,0
APP026842,34,Full-time,40776,1,1,792,12,0,2,1,96.7,Apartment,1,1,330,14,0,0,1,9633,22833,28000,12,Delhi,2.6,4.8,1
APP026843,21,Full-time,45949,1,1,472,1,0,1,1,73.5,Apartment,1,1,300,9,0,0,2,8000,22154,25000,12,Pune,4.0,4.7,0
APP026844,18,Full-time,95496,1,1,722,0,0,0,0,92.8,Apartment,2,2,834,8,0,1,2,26700,75989,35000,12,Mumbai,3.6,5.5,1
APP026845,39,Contract,40013,0,0,518,9,1,15,10,76.7,House,2,1,649,2,1,1,1,21650,53962,28000,12,Delhi,3.1,3.8,1
APP026846,37,Part-time,16002,1,0,767,11,0,4,3,94.3,Apartment,3,2,1445,14,1,0,1,35616,87828,28000,12,Delhi,7.6,6.0,0
APP026847,46,Full-time,12708,1,1,763,15,0,6,4,94.0,Condo,4,2,1515,19,1,1,1,46328,103399,32000,12,Bangalore,7.8,3.5,0
APP026848,43,Part-time,15360,1,1,724,20,0,12,8,91.2,House,4,3,1574,9,1,1,0,23800,59311,18000,12,Kolkata,3.6,3.9,1
APP026849,25,Full-time,49427,1,0,664,3,0,2,1,87.6,Apartment,2,1,729,19,0,1,2,21715,56303,28000,12,Delhi,4.7,3.0,0
APP026850,48,Part-time,10454,1,1,537,25,0,40,27,77.5,Condo,4,2,1689,3,0,0,1,57628,136524,35000,12,Mumbai,6.4,4.9,0
APP026851,44,Full-time,72751,1,1,597,12,0,14,9,83.2,Condo,4,2,1618,4,0,0,1,51972,114602,35000,12,Mumbai,6.1,5.7,0
APP026852,43,Unemployed,20051,0,1,685,10,0,8,5,88.4,House,5,2,1738,8,0,0,1,39023,112235,28000,36,Delhi,3.6,7.0,0
APP026853,61,Full-time,40234,1,1,774,30,0,10,6,95.4,House,3,2,1124,11,1,0,1,40822,116673,32000,24,Bangalore,4.5,6.9,0
APP026854,59,Part-time,16178,0,0,731,30,0,17,11,91.7,Townhouse,3,3,1189,1,1,0,1,35389,101300,28000,12,Delhi,3.6,6.0,0
APP026855,43,Full-time,30103,1,1,800,9,0,1,1,97.0,Apartment,1,1,656,33,0,0,0,15254,36997,25000,12,Pune,6.8,4.9,1
APP026856,41,Contract,89383,1,1,711,11,0,6,4,91.9,Studio,0,1,300,27,1,1,2,10946,24274,32000,11,Bangalore,2.8,6.0,1
APP026857,47,Full-time,74737,1,1,753,15,0,5,3,94.6,Apartment,2,1,913,34,1,0,2,17693,46701,18000,24,Kolkata,4.3,5.6,0
APP026858,27,Full-time,14711,1,1,719,2,0,1,0,90.8,Apartment,2,1,659,24,0,1,2,19311,42892,35000,12,Mumbai,3.6,5.8,1
