applicant_id,credit_score,monthly_income,monthly_rent,employment_type,employment_verified,income_verified,rental_history_years,previous_evictions,property_type,bedrooms,bathrooms,square_feet,property_age_years,city,furnished,pets_allowed,parking_spaces,lease_term_months,market_median_rent,local_unemployment_rate,inflation_rate,move_in_date,default_flag
39545,714,104279,9993,Self-employed,1,1,1,0,Condo,2,1,1187,0,Mumbai,0,1,1,12,30232,1.5815280921740866,5.551735413706515,2062-06-12 00:00:00,0
39546,616,90520,8451,Freelance,1,1,6,0,Studio,2,1,984,13,Pune,1,0,2,12,25064,2.005094631209285,5.205645161566411,2062-06-12 12:00:00,0
39547,476,27112,12445,Part-time,1,1,0,0,Apartment,3,2,678,4,Hyderabad,0,0,1,12,17681,5.804466892163129,4.369127648628401,2062-06-13 00:00:00,0
39548,762,41437,142602,Self-employed,1,1,0,0,Condo,2,1,437,3,Hyderabad,1,1,2,12,26834,1.138486086854524,5.98177388949725,2062-06-13 12:00:00,0
39549,630,26442,30271,Self-employed,0,1,2,1,Apartment,2,3,816,17,Hyderabad,0,1,1,12,23980,4.473590232834593,4.870801529193393,2062-06-14 00:00:00,1
39550,764,261043,14828,Part-time,0,1,0,0,Condo,1,1,484,6,Mumbai,0,0,1,12,18058,4.379587415703402,4.333632361500808,2062-06-14 12:00:00,0
39551,619,29608,45939,Freelance,0,1,0,0,Studio,1,1,300,1,Pune,0,0,1,6,25016,4.0677543135147145,5.235834684259506,2062-06-15 00:00:00,0
39552,689,94488,12599,Full-time,1,1,5,0,Studio,1,1,604,6,Delhi,1,1,1,12,31289,3.9433098622649094,2.9578840502300467,2062-06-15 12:00:00,0
39553,748,309716,43815,Full-time,1,1,0,0,Studio,1,1,1196,6,Pune,1,0,1,12,26827,7.526906606629815,5.598394971264729,2062-06-16 00:00:00,0
39554,765,46796,22887,Full-time,1,1,0,0,Villa,3,1,929,16,Delhi,1,0,0,24,23941,7.277874684570385,7.048376002212921,2062-06-16 12:00:00,0
39555,698,9013,43961,Self-employed,1,1,0,0,Studio,2,2,641,17,Hyderabad,0,1,0,12,23672,3.8330224765277383,6.652530621674105,2062-06-17 00:00:00,0
39556,694,121562,24978,Full-time,0,0,2,0,Villa,2,1,726,4,Mumbai,0,0,1,12,29137,4.279551885541128,4.191310565959968,2062-06-17 12:00:00,0
39557,729,24115,9147,Self-employed,1,1,1,0,Studio,3,2,1089,15,Bangalore,0,0,0,12,32799,4.506293553728643,4.4588080364112725,2062-06-18 00:00:00,0
39558,717,20960,20807,Part-time,1,1,2,0,Studio,2,1,812,5,Hyderabad,0,1,0,6,31898,1.908760491775039,6.242125315910183,2062-06-18 12:00:00,0
39559,576,150756,28834,Full-time,1,0,0,0,Villa,2,1,1000,1,Bangalore,0,0,0,12,24580,6.799929000768495,4.793686745844826,2062-06-19 00:00:00,1
39560,578,12819,36406,Freelance,1,1,4,0,Apartment,1,1,1197,2,Pune,0,0,1,12,29323,4.078734383857082,2.0,2062-06-19 12:00:00,0
39561,511,114430,15218,Freelance,1,1,1,0,Villa,2,2,1120,12,Bangalore,0,0,0,12,22342,5.041351799085503,4.5198384902545055,2062-06-20 00:00:00,0
39562,741,30362,20260,Part-time,0,1,3,0,Apartment,1,2,700,5,Mumbai,0,0,1,6,18915,6.500355356041471,4.758834398014255,2062-06-20 12:00:00,1
39563,648,8247,37478,Part-time,0,1,0,0,Condo,3,2,747,17,Delhi,1,0,2,12,27880,2.214993936317972,5.277431527522784,2062-06-21 00:00:00,1
39564,745,73661,29867,Part-time,1,1,0,0,Apartment,3,1,1196,1,Bangalore,0,0,1,24,27130,7.1047332898470765,5.755018096777951,2062-06-21 12:00:00,1
39565,712,5994,25078,Freelance,1,1,3,1,Apartment,2,3,895,10,Hyderabad,0,0,0,12,17569,3.0080570133130244,3.2637496737009046,2062-06-22 00:00:00,1
39566,599,35007,16400,Freelance,1,0,1,0,Villa,2,1,551,9,Hyderabad,0,0,2,12,31218,7.125205674721084,3.9195626162779593,2062-06-22 12:00:00,1
39567,670,9822,13450,Self-employed,1,1,1,0,Studio,2,1,1285,3,Mumbai,0,1,2,12,20511,6.952191127592119,4.575464533258578,2062-06-23 00:00:00,1
39568,643,27932,20294,Part-time,1,1,1,0,Villa,3,1,1195,7,Pune,1,1,1,6,29531,4.072362239920259,2.6978615840349294,2062-06-23 12:00:00,0
39569,631,63424,13833,Self-employed,1,1,2,0,Apartment,3,1,1014,17,Mumbai,1,0,1,12,19157,5.4326354353666275,7.5290803332478635,2062-06-24 00:00:00,0
39570,753,50923,8242,Part-time,1,1,1,0,Studio,1,1,601,7,Mumbai,0,1,0,12,29516,3.399028132843239,7.378885510595731,2062-06-24 12:00:00,0
39571,850,42889,42104,Part-time,1,1,2,0,Condo,2,1,991,4,Pune,1,0,0,12,29054,3.700661025585119,4.533175389145454,2062-06-25 00:00:00,0
39572,769,81421,9396,Part-time,0,1,3,0,Villa,2,2,815,25,Bangalore,0,0,1,12,30632,4.188114734385779,4.225174640207777,2062-06-25 12:00:00,0
39573,677,36314,36298,Self-employed,1,1,3,0,Apartment,2,2,802,2,Hyderabad,0,0,2,12,23916,1.4322096630961112,4.509924094146024,2062-06-26 00:00:00,1
39574,780,30543,10931,Full-time,0,1,7,0,Villa,1,1,607,0,Pune,0,0,0,6,25849,2.8597500958238005,2.0,2062-06-26 12:00:00,0
39575,817,45626,23708,Part-time,1,0,2,0,Studio,3,2,736,1,Hyderabad,0,1,1,12,24645,6.648622194917969,4.803920826634551,2062-06-27 00:00:00,0
39576,568,21391,5435,Self-employed,1,1,2,0,Studio,1,1,1198,3,Mumbai,1,0,1,6,23616,3.055282893291034,3.3783738017121947,2062-06-27 12:00:00,0
39577,777,72421,26817,Freelance,1,1,1,0,Studio,2,1,707,6,Delhi,0,0,0,12,30279,4.643135119437654,4.886624983619566,2062-06-28 00:00:00,0
39578,741,38426,20358,Full-time,1,1,5,0,Villa,3,1,919,10,Pune,0,0,0,24,19540,2.086589489077905,5.189412684741073,2062-06-28 12:00:00,0
39579,775,64384,28204,Freelance,1,0,0,0,Villa,1,2,782,8,Delhi,0,1,0,12,16034,5.455560775559271,6.861063239571102,2062-06-29 00:00:00,0
39580,745,31512,9027,Freelance,1,1,2,0,Condo,2,2,1052,3,Pune,1,0,1,24,35516,3.6927228842964417,7.373013401603902,2062-06-29 12:00:00,0
39581,661,54132,95117,Part-time,0,1,2,0,Condo,2,1,426,12,Delhi,1,1,0,24,27530,6.418697566370959,4.16774851769045,2062-06-30 00:00:00,0
39582,842,61823,4652,Freelance,1,1,2,0,Villa,2,3,1388,2,Hyderabad,0,0,0,12,26577,2.4567462007449206,6.59555740195832,2062-06-30 12:00:00,0
39583,707,7218,19604,Full-time,1,1,1,0,Condo,2,1,352,3,Delhi,0,0,1,12,27516,8.602963682820775,7.752847629570268,2062-07-01 00:00:00,0
39584,645,11283,10308,Self-employed,1,1,1,0,Condo,1,2,628,10,Bangalore,0,0,1,12,21462,5.647092517903616,8.452622383619115,2062-07-01 12:00:00,0
39585,720,23233,36575,Freelance,1,1,0,0,Apartment,4,1,619,0,Bangalore,1,0,1,6,25810,1.0,7.037673650247646,2062-07-02 00:00:00,1
39586,757,32697,10790,Self-employed,1,1,0,0,Studio,2,2,1090,14,Delhi,1,1,1,6,27003,4.660830657939974,7.125602217090242,2062-07-02 12:00:00,0
39587,687,100737,14038,Full-time,1,1,0,0,Apartment,1,1,803,0,Delhi,0,0,2,12,25916,1.689049595338926,5.743337172817786,2062-07-03 00:00:00,0
39588,711,52216,16745,Full-time,1,1,0,0,Villa,1,1,707,3,Pune,0,0,0,12,18648,3.419914247593219,4.70440442834094,2062-07-03 12:00:00,0
39589,687,55195,15919,Full-time,1,0,2,1,Apartment,2,1,1204,0,Delhi,1,0,1,12,22734,5.073939057089392,6.925004953734296,2062-07-04 00:00:00,0
39590,627,124663,13623,Freelance,1,1,6,0,Studio,2,1,1268,1,Delhi,1,1,0,24,26482,6.423738436558438,6.948787502055138,2062-07-04 12:00:00,0
39591,614,109191,41899,Part-time,0,1,0,0,Studio,2,1,575,1,Mumbai,0,0,2,12,31974,5.825630267345897,8.662299715121591,2062-07-05 00:00:00,0
39592,567,16206,8152,Self-employed,0,1,0,0,Villa,3,1,428,10,Mumbai,0,0,0,36,33554,6.588442925024088,4.274780559689218,2062-07-05 12:00:00,0
39593,801,97381,36033,Freelance,1,1,2,0,Apartment,1,2,1055,16,Bangalore,0,0,0,12,23302,6.187341885149662,5.586102721865193,2062-07-06 00:00:00,0
39594,662,39492,10567,Part-time,0,1,7,0,Condo,2,1,443,10,Pune,0,0,0,12,20785,4.107460673021649,6.7481062463395665,2062-07-06 12:00:00,0
39595,405,24047,5002,Freelance,1,1,3,0,Studio,1,2,924,2,Hyderabad,1,0,1,12,29029,5.250493883564468,6.229250105945416,2062-07-07 00:00:00,0
39596,711,28716,25688,Part-time,1,1,0,0,Condo,1,1,601,20,Delhi,1,0,1,12,21937,3.2673952316272263,5.588066184526309,2062-07-07 12:00:00,0
39597,710,22017,10049,Freelance,1,1,1,0,Studio,2,1,1084,6,Pune,0,0,1,12,24789,4.458877971402795,5.142432672875601,2062-07-08 00:00:00,0
39598,530,40657,8038,Self-employed,0,1,0,0,Villa,2,1,525,1,Hyderabad,0,0,1,12,21790,5.896740983292431,6.219461068641387,2062-07-08 12:00:00,0
39599,613,33983,31572,Part-time,1,1,1,0,Villa,1,1,1077,10,Hyderabad,1,0,1,6,16642,4.2951307116078885,3.5846235545032767,2062-07-09 00:00:00,0
39600,609,97615,5550,Full-time,1,0,0,0,Condo,1,1,547,0,Hyderabad,0,1,0,12,24016,2.8466081241203156,6.900926192670156,2062-07-09 12:00:00,0
39601,620,170485,11273,Self-employed,0,1,0,0,Apartment,2,1,300,25,Hyderabad,0,0,1,12,22378,3.4089234306499243,8.0969142811051,2062-07-10 00:00:00,0
39602,777,26261,29185,Full-time,1,1,0,0,Apartment,1,1,1104,0,Mumbai,0,0,1,12,20925,3.647135385896414,4.063277959380212,2062-07-10 12:00:00,0
39603,668,12879,8386,Full-time,0,1,0,0,Villa,2,2,822,3,Hyderabad,0,0,1,12,36038,2.698199945661353,5.649237611796126,2062-07-11 00:00:00,0
39604,645,61961,7159,Part-time,1,1,0,0,Studio,2,2,661,6,Delhi,0,0,1,12,21956,5.091722514345023,7.453547198323598,2062-07-11 12:00:00,0
39605,769,77143,18703,Self-employed,1,1,0,0,Villa,3,1,503,9,Hyderabad,1,1,0,12,28273,1.2885390185450682,6.576883655408925,2062-07-12 00:00:00,0
39606,719,49236,11940,Part-time,1,1,0,0,Villa,1,1,732,17,Bangalore,0,1,2,12,25889,3.931559321974511,6.78447977160367,2062-07-12 12:00:00,0
39607,540,10604,20110,Freelance,1,1,5,0,Studio,4,1,642,0,Mumbai,0,1,0,12,26025,6.198991967855728,4.639506453006854,2062-07-13 00:00:00,1
39608,630,19267,13080,Part-time,1,1,0,0,Apartment,1,1,855,9,Pune,1,0,1,12,21657,7.384161980548905,4.531961712384596,2062-07-13 12:00:00,1
39609,705,40854,8638,Freelance,1,1,0,0,Villa,2,2,593,9,Delhi,0,0,1,12,24482,5.78561191732588,8.446977490484219,2062-07-14 00:00:00,0
39610,605,22184,25733,Self-employed,1,1,4,0,Condo,1,1,799,3,Mumbai,1,1,1,12,12879,1.0,4.423569270899974,2062-07-14 12:00:00,0
39611,842,16347,32833,Full-time,1,1,1,0,Condo,2,2,1474,9,Mumbai,0,1,0,12,19388,1.3227663972814176,3.340136022851276,2062-07-15 00:00:00,0
39612,689,201903,11042,Self-employed,0,1,1,0,Apartment,1,1,1114,2,Hyderabad,0,0,1,12,23439,5.732198861426887,5.100515331128384,2062-07-15 12:00:00,0
39613,619,16321,62838,Freelance,1,0,1,0,Condo,2,2,477,0,Mumbai,1,0,1,12,21195,6.06359774949571,4.019814269120848,2062-07-16 00:00:00,1
39614,590,95342,54131,Part-time,1,1,2,0,Apartment,4,1,784,1,Delhi,0,0,2,12,15093,3.990557676617239,6.656218666816653,2062-07-16 12:00:00,0
39615,754,50521,102588,Freelance,1,1,0,1,Condo,3,1,793,2,Bangalore,0,1,0,12,24775,4.901948789341828,6.525504365181643,2062-07-17 00:00:00,0
39616,628,59078,15261,Part-time,1,1,0,0,Condo,3,2,300,1,Mumbai,0,0,0,6,18743,4.614016088007642,7.423577643679375,2062-07-17 12:00:00,1
39617,710,90247,16781,Part-time,1,1,4,0,Condo,3,2,781,3,Bangalore,0,1,1,12,31600,5.300498132412631,2.191898387688026,2062-07-18 00:00:00,0
39618,587,20928,13688,Self-employed,0,1,0,0,Villa,1,1,300,5,Pune,0,0,1,12,31297,5.563418724316314,7.514957101070679,2062-07-18 12:00:00,0
39619,685,28571,24705,Full-time,0,1,0,0,Villa,3,1,300,4,Hyderabad,1,0,1,6,21083,2.560500367903402,3.4905648212304037,2062-07-19 00:00:00,0
39620,629,53002,7966,Self-employed,1,1,1,0,Studio,2,1,734,9,Mumbai,0,1,0,12,33843,5.4478843253680544,6.754723247299036,2062-07-19 12:00:00,0
39621,654,8271,15087,Self-employed,1,1,0,0,Villa,1,1,321,1,Bangalore,0,0,2,24,26455,6.641356785560484,5.028962166560219,2062-07-20 00:00:00,0
39622,616,135904,31843,Part-time,0,0,1,0,Studio,4,1,423,11,Pune,1,0,0,24,24082,5.595031091412352,4.864395294164268,2062-07-20 12:00:00,0
39623,762,39845,10249,Self-employed,1,1,0,0,Apartment,1,2,304,2,Pune,1,0,0,12,20208,8.314794708524701,7.252626160470879,2062-07-21 00:00:00,0
39624,640,17093,15042,Self-employed,1,1,6,0,Villa,2,1,1015,4,Delhi,0,0,1,12,31422,4.755002587110855,7.506387166357017,2062-07-21 12:00:00,0
39625,668,87120,25932,Self-employed,1,1,0,1,Apartment,3,2,989,4,Delhi,0,0,1,12,22791,2.922515193977808,6.388558657934258,2062-07-22 00:00:00,0
39626,672,39077,15803,Full-time,0,1,3,0,Studio,1,1,1149,2,Hyderabad,0,0,0,12,18668,3.885282058893767,7.327841730503543,2062-07-22 12:00:00,0
39627,808,20390,12056,Part-time,1,1,1,0,Villa,3,1,853,29,Delhi,1,0,2,12,22796,5.4245064873531295,5.596706167550815,2062-07-23 00:00:00,1
39628,751,77393,28938,Freelance,0,1,2,0,Condo,4,1,632,17,Delhi,1,1,0,12,28794,6.286283981752755,5.41122019676949,2062-07-23 12:00:00,0
39629,743,5651,17833,Part-time,1,1,5,0,Studio,2,1,1164,13,Bangalore,0,0,1,12,26386,2.833334086750563,6.482203764628313,2062-07-24 00:00:00,0
39630,553,50799,20816,Full-time,0,1,1,0,Studio,2,1,838,16,Pune,0,0,1,24,24042,7.1424797552617285,5.195877493046488,2062-07-24 12:00:00,0
39631,627,103592,11158,Part-time,1,1,0,0,Apartment,1,1,702,6,Hyderabad,0,0,1,24,19827,5.368307571578282,5.335143388230269,2062-07-25 00:00:00,0
39632,775,18650,11890,Freelance,1,1,2,0,Apartment,4,2,838,31,Delhi,0,0,0,12,22967,6.266709185542241,7.176185972904,2062-07-25 12:00:00,1
39633,586,13024,29745,Freelance,1,1,1,0,Villa,2,1,830,6,Pune,1,0,0,12,16649,7.897676516475236,5.425273861875812,2062-07-26 00:00:00,0
39634,686,50947,50118,Full-time,1,0,2,0,Condo,3,1,433,0,Mumbai,0,0,0,12,33232,1.0309178786520903,6.2302877990974,2062-07-26 12:00:00,0
39635,594,21132,12633,Full-time,1,1,1,0,Apartment,2,3,1106,0,Hyderabad,0,1,0,12,17012,3.452498100454611,3.9906109568460426,2062-07-27 00:00:00,0
39636,602,219360,29904,Self-employed,1,1,2,0,Apartment,2,3,1132,4,Mumbai,1,1,1,12,29628,1.5576383857476923,4.4930105744297,2062-07-27 12:00:00,0
39637,814,23763,26775,Freelance,1,1,0,2,Condo,3,1,707,22,Bangalore,1,1,1,12,24406,4.829098314899447,6.753623000272274,2062-07-28 00:00:00,0
39638,737,31085,31299,Part-time,1,0,0,0,Villa,2,2,913,5,Bangalore,1,0,0,12,32236,2.995899550292651,5.793922166573098,2062-07-28 12:00:00,0
39639,758,55113,16977,Freelance,1,1,4,0,Villa,2,1,643,0,Pune,0,0,1,12,17720,1.976615627487019,7.266767216983061,2062-07-29 00:00:00,0
39640,742,8478,35192,Part-time,1,1,6,0,Villa,1,1,653,5,Pune,1,0,1,12,27183,6.779362811969124,2.859105076091337,2062-07-29 12:00:00,0
39641,668,38091,26456,Self-employed,1,1,0,0,Studio,3,1,798,0,Hyderabad,0,0,1,12,19645,3.069308750012987,5.626754997411864,2062-07-30 00:00:00,0
39642,624,88925,13338,Self-employed,0,1,2,0,Apartment,2,1,1287,9,Mumbai,0,0,0,12,21770,3.8627716145144184,6.544377806977254,2062-07-30 12:00:00,0
39643,647,34033,13741,Part-time,1,1,1,0,Studio,1,1,1053,5,Pune,0,0,0,24,35793,5.26104404297946,7.806642853591178,2062-07-31 00:00:00,0
39644,664,14496,96107,Full-time,1,1,0,0,Apartment,2,1,1124,3,Pune,1,1,0,12,16652,4.3073601836965,6.298341767462968,2062-07-31 12:00:00,0
39645,822,25658,31789,Freelance,1,0,2,0,Condo,1,1,712,2,Delhi,0,0,0,12,29687,2.958442924920171,4.822955075690816,2062-08-01 00:00:00,0
39646,573,7849,21581,Self-employed,1,1,2,0,Condo,4,2,1233,9,Delhi,0,0,0,12,24655,3.492874933979329,5.8535391437647375,2062-08-01 12:00:00,0
39647,635,28775,14819,Self-employed,1,0,11,0,Studio,2,2,587,1,Pune,1,0,0,12,33350,3.0960406241954104,5.397130865183222,2062-08-02 00:00:00,1
39648,606,88263,14174,Full-time,1,1,1,0,Apartment,2,2,664,2,Bangalore,1,0,0,12,20518,4.936502457864465,4.746822371282555,2062-08-02 12:00:00,0
39649,764,22037,21285,Freelance,1,1,2,1,Condo,2,1,1061,19,Bangalore,0,1,0,12,22544,5.32231046031292,6.1510462465902,2062-08-03 00:00:00,0
39650,828,63534,9177,Self-employed,1,1,2,0,Studio,3,1,664,1,Pune,0,1,1,12,24704,6.594761491847539,6.017288214753325,2062-08-03 12:00:00,0
39651,704,11093,6263,Part-time,1,1,1,0,Villa,2,1,424,1,Bangalore,1,0,2,6,25232,3.4234607224260856,8.211542131815344,2062-08-04 00:00:00,0
39652,711,163327,28703,Freelance,1,1,1,0,Studio,2,1,513,3,Mumbai,0,0,2,12,22905,8.46814011654622,5.012241900214089,2062-08-04 12:00:00,0
39653,687,89774,52692,Self-employed,0,1,6,1,Condo,2,2,807,4,Pune,0,1,2,12,29999,3.299139714402375,4.187455159013904,2062-08-05 00:00:00,0
39654,714,24495,53756,Self-employed,1,0,1,0,Studio,1,1,752,0,Delhi,0,1,2,24,21287,2.8233951144760447,7.30549240879231,2062-08-05 12:00:00,0
39655,741,12601,28487,Part-time,1,1,2,0,Condo,3,2,679,0,Bangalore,1,0,1,12,19670,6.372724986079408,8.319025390749388,2062-08-06 00:00:00,0
39656,714,24185,13613,Freelance,1,1,0,0,Apartment,2,3,927,0,Pune,0,0,0,12,24104,5.046732527887282,7.283120020523254,2062-08-06 12:00:00,0
39657,719,45505,48925,Freelance,1,1,0,0,Condo,2,1,503,0,Pune,0,0,0,12,21023,2.417023521230578,5.1118333847235835,2062-08-07 00:00:00,1
39658,742,86578,54409,Full-time,0,1,4,0,Studio,1,3,387,8,Bangalore,0,1,2,24,22837,3.6843080606017735,4.623003100952121,2062-08-07 12:00:00,0
39659,537,6713,22145,Freelance,1,0,0,0,Condo,4,1,648,1,Pune,0,1,1,12,26702,2.8921260100824244,4.104739004272194,2062-08-08 00:00:00,0
39660,680,95262,43392,Self-employed,1,1,0,0,Studio,4,2,983,2,Mumbai,0,0,1,12,21565,5.117654215573286,6.063621427338885,2062-08-08 12:00:00,0
39661,704,44600,4496,Self-employed,0,1,0,0,Condo,4,1,875,12,Delhi,1,1,0,12,27708,7.727581524888556,6.196158767034693,2062-08-09 00:00:00,0
39662,713,14317,23893,Freelance,1,1,0,0,Apartment,2,1,948,0,Bangalore,1,1,1,24,28815,4.185566339347409,2.894381956543357,2062-08-09 12:00:00,0
39663,666,5000,23871,Full-time,1,1,0,0,Apartment,2,3,1509,0,Pune,0,0,1,12,25650,4.304065526274929,8.200275125118747,2062-08-10 00:00:00,1
39664,692,40537,12442,Self-employed,1,1,2,0,Apartment,2,1,672,10,Mumbai,1,0,0,12,16870,3.1301098033429104,4.362282243678754,2062-08-10 12:00:00,0
39665,622,43300,14234,Full-time,1,1,0,0,Villa,3,3,806,0,Bangalore,1,1,0,12,28581,5.723364512756758,7.122230419525314,2062-08-11 00:00:00,0
39666,538,22180,37542,Part-time,1,0,2,0,Condo,2,1,355,18,Hyderabad,1,0,0,6,26985,4.344751104780057,4.365292685832282,2062-08-11 12:00:00,0
39667,758,75332,23360,Freelance,0,1,5,0,Condo,1,3,964,0,Hyderabad,0,1,0,12,24797,11.056714097012854,5.958676628283692,2062-08-12 00:00:00,0
39668,589,184820,28363,Full-time,1,1,0,0,Studio,2,2,815,3,Bangalore,0,0,0,12,22190,1.2170966173762667,3.8347601843817953,2062-08-12 12:00:00,0
39669,667,26381,38254,Freelance,1,1,0,0,Studio,2,1,575,2,Delhi,0,0,0,12,25559,5.195161641284121,4.761912875968741,2062-08-13 00:00:00,0
39670,620,19983,25808,Self-employed,1,1,1,0,Studio,3,1,889,18,Mumbai,1,0,1,36,11379,4.629311458706141,5.534207891714427,2062-08-13 12:00:00,1
39671,806,143408,23595,Part-time,0,1,0,0,Studio,2,3,915,20,Bangalore,0,0,1,12,24037,1.3257586921325344,3.617252397220164,2062-08-14 00:00:00,0
39672,673,30437,26287,Part-time,0,1,2,0,Studio,3,1,752,8,Hyderabad,0,0,2,36,24098,3.658953917125789,4.977738693790483,2062-08-14 12:00:00,0
39673,655,61540,6686,Self-employed,1,1,6,0,Studio,2,1,874,4,Delhi,0,0,1,12,30633,5.401855543397325,7.775240934317457,2062-08-15 00:00:00,0
39674,739,22341,35735,Self-employed,1,1,1,0,Studio,3,2,470,3,Hyderabad,0,0,2,12,31202,5.4546604658193525,4.927916909303124,2062-08-15 12:00:00,0
39675,850,90421,24744,Full-time,1,0,1,0,Condo,2,1,741,5,Delhi,1,0,0,6,29023,4.292149223400192,4.375351185048962,2062-08-16 00:00:00,0
39676,712,13418,29222,Part-time,1,0,0,0,Condo,2,1,377,17,Delhi,0,1,1,24,23729,4.325342676819822,3.3820866777275285,2062-08-16 12:00:00,0
39677,649,40784,17707,Full-time,1,1,3,0,Apartment,3,2,587,9,Pune,1,0,1,6,26816,3.7061865850777274,5.54055655573873,2062-08-17 00:00:00,0
39678,735,46016,21255,Full-time,0,1,0,0,Condo,1,2,629,6,Delhi,1,0,2,12,25259,7.9788106017091724,4.844973252139123,2062-08-17 12:00:00,1
39679,554,31380,38388,Full-time,0,1,0,0,Studio,3,2,874,4,Delhi,0,0,2,12,32279,2.193236992286419,3.9066994685896077,2062-08-18 00:00:00,0
39680,683,21827,5926,Part-time,1,0,1,0,Villa,2,1,1045,1,Pune,0,0,1,12,27400,2.95524055607423,4.865362575592098,2062-08-18 12:00:00,0
39681,839,152414,3457,Freelance,0,1,1,0,Studio,1,1,300,0,Mumbai,0,0,2,24,31157,4.576946516307438,5.696116908888165,2062-08-19 00:00:00,0
39682,692,69361,38187,Part-time,1,1,1,0,Villa,1,1,948,10,Pune,0,0,1,12,23903,5.195771434346192,6.130147555076768,2062-08-19 12:00:00,0
39683,688,18176,17297,Part-time,1,1,0,0,Studio,2,1,796,0,Delhi,0,1,1,36,27290,5.946762875494553,5.644692930862092,2062-08-20 00:00:00,0
39684,681,8045,4482,Full-time,1,1,0,0,Studio,1,1,1290,1,Pune,0,0,1,12,24080,3.1809575684465363,5.039867662360973,2062-08-20 12:00:00,0
39685,648,118517,11869,Part-time,0,1,1,1,Apartment,1,1,1094,7,Delhi,0,0,1,12,24958,3.423810493933601,3.53470034037632,2062-08-21 00:00:00,0
39686,705,17311,24025,Freelance,1,0,7,0,Apartment,2,2,572,10,Bangalore,0,0,1,24,24957,3.749324878569519,4.785940549994976,2062-08-21 12:00:00,0
39687,742,38156,17755,Full-time,1,1,0,0,Condo,1,1,1144,10,Bangalore,0,0,0,12,21465,6.81699572108643,5.294385272821286,2062-08-22 00:00:00,0
39688,653,39084,18217,Part-time,0,1,3,0,Condo,2,1,903,1,Mumbai,0,1,0,12,33196,3.8797533952206766,7.814270860993799,2062-08-22 12:00:00,0
39689,480,45648,24524,Full-time,0,1,0,0,Studio,3,1,633,4,Pune,0,0,2,12,22164,4.888644035850788,4.307732106993738,2062-08-23 00:00:00,0
39690,717,9407,10498,Part-time,1,0,0,0,Apartment,2,3,740,1,Pune,0,0,0,12,24142,3.6972182111096012,5.8781432433043985,2062-08-23 12:00:00,0
39691,850,27466,6884,Part-time,1,0,0,0,Villa,2,2,820,1,Mumbai,0,0,1,12,21234,5.533509758854952,5.918651315872672,2062-08-24 00:00:00,0
39692,649,35860,32022,Freelance,0,1,2,0,Condo,2,1,627,2,Hyderabad,0,0,0,12,30786,4.779466557804031,6.951626913678073,2062-08-24 12:00:00,0
39693,562,34738,47334,Freelance,1,1,0,0,Apartment,2,2,731,3,Bangalore,0,0,0,36,34125,5.330751930057755,6.658117889424082,2062-08-25 00:00:00,1
39694,734,64334,19124,Full-time,1,1,0,0,Studio,3,2,1089,2,Mumbai,0,0,1,12,28723,3.998374191666556,3.505491787630014,2062-08-25 12:00:00,0
39695,819,41438,3620,Part-time,1,1,0,0,Villa,1,1,463,48,Delhi,0,0,1,12,25454,1.0,4.208344883264181,2062-08-26 00:00:00,0
39696,722,51854,15655,Freelance,1,1,1,0,Villa,2,1,1088,6,Bangalore,1,0,1,12,24756,4.129767091605585,6.296662474591672,2062-08-26 12:00:00,0
39697,817,22494,7956,Freelance,1,1,0,0,Villa,2,1,810,9,Pune,0,1,2,6,20899,3.102936874070628,5.663945209763728,2062-08-27 00:00:00,0
39698,743,142296,13516,Freelance,1,1,2,0,Studio,2,1,1256,12,Delhi,1,0,2,12,30589,5.01062230248875,5.474328596019617,2062-08-27 12:00:00,0
39699,736,28811,16453,Full-time,1,1,3,0,Studio,2,1,830,0,Bangalore,0,0,1,12,16953,2.4368278424936536,6.877076078032788,2062-08-28 00:00:00,0
39700,638,47259,53373,Full-time,1,1,4,0,Apartment,1,1,620,18,Mumbai,1,1,1,12,22557,2.4616777629817417,5.518236062765357,2062-08-28 12:00:00,0
39701,702,39791,29266,Full-time,1,1,3,0,Studio,1,1,890,7,Bangalore,1,0,1,12,21088,4.586634950160505,6.6036119854225666,2062-08-29 00:00:00,0
39702,677,52094,3300,Freelance,1,0,1,0,Apartment,4,3,1003,5,Pune,1,1,1,12,21043,4.546541793151054,4.185154027718244,2062-08-29 12:00:00,0
39703,674,94882,6919,Part-time,1,1,7,0,Condo,3,1,1026,2,Bangalore,0,0,1,36,29349,6.821424133373949,4.824789759648543,2062-08-30 00:00:00,0
39704,659,18532,39116,Full-time,1,1,9,0,Studio,2,1,768,2,Bangalore,0,0,1,12,37242,4.394362432490465,3.9381218768940642,2062-08-30 12:00:00,1
39705,698,70300,10911,Part-time,0,0,2,0,Apartment,1,1,1214,14,Hyderabad,1,0,2,12,29127,4.66613135618419,6.516640057431456,2062-08-31 00:00:00,0
39706,576,65497,23465,Full-time,1,1,1,0,Villa,2,2,650,20,Bangalore,1,1,0,12,23994,1.0,5.931764150967424,2062-08-31 12:00:00,0
39707,744,41717,11582,Part-time,1,0,0,0,Studio,2,2,1088,21,Delhi,0,1,1,12,24931,3.4289055662789814,5.594006537047521,2062-09-01 00:00:00,0
39708,609,43539,33276,Self-employed,1,1,0,0,Studio,2,1,890,10,Hyderabad,0,1,0,12,23759,2.99987401243253,4.009422226864061,2062-09-01 12:00:00,0
